Gene	ancestry	rank	GeneId	TranscriptId	BioType	AFI	Afrikaner	Ankole	Bonsmara	Egyptian_cattle_Lower	Egyptian_cattle_Middle	Egyptian_cattle_Upper	Karamojong	Nganda	Nguni	Nkedi	Ntuuku	Tuli	Retention breed count
ENSBTAG00000049604	aft	low	ENSBTAG00000049604	ENSBTAT00000067161	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000049688	aft	low	ENSBTAG00000049688	ENSBTAT00000077771	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000049870	aft	low	ENSBTAG00000049870	ENSBTAT00000073753	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000049884	aft	low	ENSBTAG00000049884	ENSBTAT00000077767	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000050739	aft	low	ENSBTAG00000050739	ENSBTAT00000076451		0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000050815	aft	low	ENSBTAG00000050815	ENSBTAT00000076222	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000051039	aft	low	ENSBTAG00000051039	ENSBTAT00000076175	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000052347	aft	low	ENSBTAG00000052347	ENSBTAT00000064615	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSBTAG00000052576	aft	low	ENSBTAG00000052576	ENSBTAT00000079796	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000052779	aft	low	ENSBTAG00000052779	ENSBTAT00000081644	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSBTAG00000052815	aft	low	ENSBTAG00000052815	ENSBTAT00000071756	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSBTAG00000052911	aft	low	ENSBTAG00000052911	ENSBTAT00000086049	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000053179	aft	low	ENSBTAG00000053179	ENSBTAT00000087306	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000053197	aft	low	ENSBTAG00000053197	ENSBTAT00000076734	TR_V_gene	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000053235	aft	low	ENSBTAG00000053235	ENSBTAT00000072410	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSBTAG00000053385	aft	low	ENSBTAG00000053385	ENSBTAT00000078098		0	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSBTAG00000053640	aft	low	ENSBTAG00000053640	ENSBTAT00000073864		0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSBTAG00000053885	aft	low	ENSBTAG00000053885	ENSBTAT00000056575	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000054042	aft	low	ENSBTAG00000054042	ENSBTAT00000056754	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSBTAG00000054474	aft	low	ENSBTAG00000054474	ENSBTAT00000072314		0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSBTAG00000054607	aft	low	ENSBTAG00000054607	ENSBTAT00000078308	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000054630	aft	low	ENSBTAG00000054630	ENSBTAT00000084995	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSBTAG00000054651	aft	low	ENSBTAG00000054651	ENSBTAT00000081721		0	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSBTAG00000055070	aft	low	ENSBTAG00000055070	ENSBTAT00000071622	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000055170	aft	low	ENSBTAG00000055170	ENSBTAT00000085821	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
EPCAM	aft	low	ENSBTAG00000006474	ENSBTAT00000008487	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
EPHA5	aft	low	ENSBTAG00000009438	ENSBTAT00000039576	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
EPM2AIP1	aft	low	ENSBTAG00000022733	ENSBTAT00000030853	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ERICH6	aft	low	ENSBTAG00000001331	ENSBTAT00000001756	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
EXOC8	aft	low	ENSBTAG00000006111	ENSBTAT00000008028	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
EXOG	aft	low	ENSBTAG00000019305	ENSBTAT00000025704	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
F2	aft	low	ENSBTAG00000007148	ENSBTAT00000009406	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
FAM120B	aft	low	ENSBTAG00000003884	ENSBTAT00000005065	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
FAM3B	aft	low	ENSBTAG00000030921	ENSBTAT00000043762	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
FCN1	aft	low	ENSBTAG00000048155	ENSBTAT00000065623	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
FGL1	aft	low	ENSBTAG00000016177	ENSBTAT00000021534	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
FMNL2	aft	low	ENSBTAG00000026851	ENSBTAT00000038390	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
FRG1	aft	low	ENSBTAG00000007089	ENSBTAT00000009325	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
FRY	aft	low	ENSBTAG00000006771	ENSBTAT00000035734	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
FXYD6	aft	low	ENSBTAG00000014354	ENSBTAT00000070139	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GALNT13	aft	low	ENSBTAG00000005562	ENSBTAT00000057469	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GALNT6	aft	low	ENSBTAG00000017943	ENSBTAT00000023861	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GALR3	aft	low	ENSBTAG00000008857	ENSBTAT00000011663	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GCAT	aft	low	ENSBTAG00000008434	ENSBTAT00000067920	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GPR155	aft	low	ENSBTAG00000021636	ENSBTAT00000078829	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GRIA2	aft	low	ENSBTAG00000004775	ENSBTAT00000006271	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
GTPBP2	aft	low	ENSBTAG00000006016	ENSBTAT00000007903	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GZMB	aft	low	ENSBTAG00000010057	ENSBTAT00000013262	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
HAAO	aft	low	ENSBTAG00000004674	ENSBTAT00000006132	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HDAC7	aft	low	ENSBTAG00000026819	ENSBTAT00000038321	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
HMGA2	aft	low	ENSBTAG00000044118	ENSBTAT00000061005	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
HSD11B1L	aft	low	ENSBTAG00000001793	ENSBTAT00000002346	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
IFI27L2	aft	low	ENSBTAG00000003155	ENSBTAT00000004098	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
IFT46	aft	low	ENSBTAG00000012941	ENSBTAT00000017195	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
IL22	aft	low	ENSBTAG00000015407	ENSBTAT00000020476	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
IP6K3	aft	low	ENSBTAG00000033603	ENSBTAT00000047737	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
IPO9	aft	low	ENSBTAG00000004452	ENSBTAT00000005837	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
IPPK	aft	low	ENSBTAG00000011859	ENSBTAT00000015737	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
IRF4	aft	low	ENSBTAG00000002929	ENSBTAT00000003812	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ISL2	aft	low	ENSBTAG00000016651	ENSBTAT00000022147	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ITPR3	aft	low	ENSBTAG00000013245	ENSBTAT00000053490	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
KANSL1L	aft	low	ENSBTAG00000021600	ENSBTAT00000028785	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
KAT2B	aft	low	ENSBTAG00000000746	ENSBTAT00000000994	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
KCNJ10	aft	low	ENSBTAG00000002414	ENSBTAT00000003132	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
KCNJ9	aft	low	ENSBTAG00000024507	ENSBTAT00000034072	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
KCNK1	aft	low	ENSBTAG00000004515	ENSBTAT00000005929	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
KCNK9	aft	low	ENSBTAG00000047488	ENSBTAT00000063834	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
KCTD15	aft	low	ENSBTAG00000017956	ENSBTAT00000023874	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
KIAA2012	aft	low	ENSBTAG00000034192	ENSBTAT00000016854	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
KIF14	aft	low	ENSBTAG00000021874	ENSBTAT00000029161	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
KIF6	aft	low	ENSBTAG00000027197	ENSBTAT00000009903	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
KIZ	aft	low	ENSBTAG00000020988	ENSBTAT00000027949	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
KLF7	aft	low	ENSBTAG00000044097	ENSBTAT00000078679	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
KLRB1	aft	low	ENSBTAG00000012029	ENSBTAT00000015955	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
KPNA6	aft	low	ENSBTAG00000002896	ENSBTAT00000003764	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
KYAT3	aft	low	ENSBTAG00000000505	ENSBTAT00000000643	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LAMTOR2	aft	low	ENSBTAG00000011754	ENSBTAT00000048084	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
LHCGR	aft	low	ENSBTAG00000016573	ENSBTAT00000022047	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LONP1	aft	low	ENSBTAG00000001795	ENSBTAT00000002350	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LRP4	aft	low	ENSBTAG00000008429	ENSBTAT00000043997	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
LRRC4	aft	low	ENSBTAG00000010704	ENSBTAT00000063175	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LRRC47	aft	low	ENSBTAG00000004738	ENSBTAT00000006219	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LRRCC1	aft	low	ENSBTAG00000003338	ENSBTAT00000004335	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
LRRFIP2	aft	low	ENSBTAG00000016760	ENSBTAT00000022298	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LTBP3	aft	low	ENSBTAG00000006747	ENSBTAT00000008880	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MAGEL2	aft	low	ENSBTAG00000045998	ENSBTAT00000064156	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MAMDC2	aft	low	ENSBTAG00000017369	ENSBTAT00000023092	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
MAN1C1	aft	low	ENSBTAG00000003069	ENSBTAT00000061594	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
MAPK10	aft	low	ENSBTAG00000020048	ENSBTAT00000026712	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
MASP1	aft	low	ENSBTAG00000012467	ENSBTAT00000083274	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
MBOAT2	aft	low	ENSBTAG00000008160	ENSBTAT00000010729	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
MCCD1	aft	low	ENSBTAG00000045577	ENSBTAT00000064137	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MCMBP	aft	low	ENSBTAG00000009877	ENSBTAT00000013028	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
MCOLN1	aft	low	ENSBTAG00000005592	ENSBTAT00000065500	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MDGA1	aft	low	ENSBTAG00000005888	ENSBTAT00000047505	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MECOM	aft	low	ENSBTAG00000005871	ENSBTAT00000007717	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
MFAP1	aft	low	ENSBTAG00000017213	ENSBTAT00000022877	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
MGP	aft	low	ENSBTAG00000012370	ENSBTAT00000016414	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MLH1	aft	low	ENSBTAG00000016758	ENSBTAT00000022288	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MNF1	aft	low	ENSBTAG00000054726	ENSBTAT00000047742	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
MSRB2	aft	low	ENSBTAG00000044112	ENSBTAT00000061486	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MX1	aft	low	ENSBTAG00000030913	ENSBTAT00000012035	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
MX2	aft	low	ENSBTAG00000008471	ENSBTAT00000011146	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
MYO3A	aft	low	ENSBTAG00000002123	ENSBTAT00000002745	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NAP1L4	aft	low	ENSBTAG00000022160	ENSBTAT00000029894	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
NFKBIL1	aft	low	ENSBTAG00000014492	ENSBTAT00000019268	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NLRP6	aft	low	ENSBTAG00000001076	ENSBTAT00000001428	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
NOD1	aft	low	ENSBTAG00000038235	ENSBTAT00000061183	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
NOP58	aft	low	ENSBTAG00000005517	ENSBTAT00000007254	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NUF2	aft	low	ENSBTAG00000007247	ENSBTAT00000009536	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NUP35	aft	low	ENSBTAG00000009777	ENSBTAT00000084317	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
OAS1X	aft	low	ENSBTAG00000053807	ENSBTAT00000002019	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OAS1Y	aft	low	ENSBTAG00000039861	ENSBTAT00000016856	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OAS1Z	aft	low	ENSBTAG00000037527	ENSBTAT00000044986	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OAS2	aft	low	ENSBTAG00000014628	ENSBTAT00000019477	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OLFML1	aft	low	ENSBTAG00000021483	ENSBTAT00000028637	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OR5B17	aft	low	ENSBTAG00000049247	ENSBTAT00000069998	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
OR5B2	aft	low	ENSBTAG00000053501	ENSBTAT00000077568	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
OVCH2	aft	low	ENSBTAG00000037921	ENSBTAT00000052858	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OVOS2	aft	low	ENSBTAG00000005243	ENSBTAT00000037844	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PAFAH1B2	aft	low	ENSBTAG00000005627	ENSBTAT00000007398	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PCM1	aft	low	ENSBTAG00000007236	ENSBTAT00000061016	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PCSK7	aft	low	ENSBTAG00000003052	ENSBTAT00000040088	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PDCD2	aft	low	ENSBTAG00000011179	ENSBTAT00000014845	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PDIA3	aft	low	ENSBTAG00000017196	ENSBTAT00000022854	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
PDK1	aft	low	ENSBTAG00000016836	ENSBTAT00000038518	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
PENK	aft	low	ENSBTAG00000004924	ENSBTAT00000006478	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
PEX11G	aft	low	ENSBTAG00000018894	ENSBTAT00000025148	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PGGHG	aft	low	ENSBTAG00000016722	ENSBTAT00000029863	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
PHLDB1	aft	low	ENSBTAG00000016197	ENSBTAT00000040023	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PIGM	aft	low	ENSBTAG00000002419	ENSBTAT00000003140	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
PLA2G4A	aft	low	ENSBTAG00000013298	ENSBTAT00000017685	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PLCL2	aft	low	ENSBTAG00000009942	ENSBTAT00000013117	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
PNPLA6	aft	low	ENSBTAG00000032137	ENSBTAT00000007351	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
POLH	aft	low	ENSBTAG00000006015	ENSBTAT00000007900	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
POLR1C	aft	low	ENSBTAG00000018969	ENSBTAT00000025246	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
POLR3B	aft	low	ENSBTAG00000004781	ENSBTAT00000038043	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
POU6F1	aft	low	ENSBTAG00000016362	ENSBTAT00000021764	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PPP1R3G	aft	low	ENSBTAG00000054777	ENSBTAT00000084835	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PREP	aft	low	ENSBTAG00000016281	ENSBTAT00000021658	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
PROS1	aft	low	ENSBTAG00000023652	ENSBTAT00000032377	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
PRSS12	aft	low	ENSBTAG00000020705	ENSBTAT00000027594	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PRSS35	aft	low	ENSBTAG00000052055	ENSBTAT00000068329	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PSMC3	aft	low	ENSBTAG00000021744	ENSBTAT00000028983	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PSMD13	aft	low	ENSBTAG00000002045	ENSBTAT00000002650	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
PTPN21	aft	low	ENSBTAG00000018596	ENSBTAT00000024750	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
RAB11FIP2	aft	low	ENSBTAG00000007460	ENSBTAT00000009814	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RAB25	aft	low	ENSBTAG00000018914	ENSBTAT00000025170	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RAD51B	aft	low	ENSBTAG00000018971	ENSBTAT00000025252	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
RAPGEF3	aft	low	ENSBTAG00000006828	ENSBTAT00000008976	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
REG3A	aft	low	ENSBTAG00000011314	ENSBTAT00000015040	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
REG3G	aft	low	ENSBTAG00000007135	ENSBTAT00000009389	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
REG4	aft	low	ENSBTAG00000032193	ENSBTAT00000045669	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RFX4	aft	low	ENSBTAG00000025837	ENSBTAT00000000169	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RGS4	aft	low	ENSBTAG00000046277	ENSBTAT00000065520	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
RGS5	aft	low	ENSBTAG00000016341	ENSBTAT00000032193	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
RIC8B	aft	low	ENSBTAG00000000147	ENSBTAT00000029270	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RPE65	aft	low	ENSBTAG00000020494	ENSBTAT00000043702	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
RPH3A	aft	low	ENSBTAG00000004247	ENSBTAT00000005564	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RPS13	aft	low	ENSBTAG00000040308	ENSBTAT00000055693	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
RSPH4A	aft	low	ENSBTAG00000011890	ENSBTAT00000015775	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SAFB	aft	low	ENSBTAG00000007875	ENSBTAT00000002344	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
SATB2	aft	low	ENSBTAG00000016334	ENSBTAT00000077594	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SCN3A	aft	low	ENSBTAG00000019385	ENSBTAT00000025829	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SCRN3	aft	low	ENSBTAG00000012966	ENSBTAT00000017239	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
SEC23IP	aft	low	ENSBTAG00000007441	ENSBTAT00000009785	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
SELENON	aft	low	ENSBTAG00000021778	ENSBTAT00000029033	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
SEMA4A	aft	low	ENSBTAG00000012228	ENSBTAT00000016223	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SERINC4	aft	low	ENSBTAG00000017211	ENSBTAT00000022875	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
SERPINA10	aft	low	ENSBTAG00000009894	ENSBTAT00000013050	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SESN3	aft	low	ENSBTAG00000004034	ENSBTAT00000005267	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
SH3BP5L	aft	low	ENSBTAG00000002645	ENSBTAT00000003422	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
SIDT1	aft	low	ENSBTAG00000013292	ENSBTAT00000017678	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
SIDT2	aft	low	ENSBTAG00000007192	ENSBTAT00000009467	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SIM1	aft	low	ENSBTAG00000002294	ENSBTAT00000002960	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SIRT3	aft	low	ENSBTAG00000002044	ENSBTAT00000002648	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
SLC15A4	aft	low	ENSBTAG00000009167	ENSBTAT00000086426	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
SLC18A2	aft	low	ENSBTAG00000004739	ENSBTAT00000006221	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
SLC25A44	aft	low	ENSBTAG00000009431	ENSBTAT00000012410	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SLC35F3	aft	low	ENSBTAG00000020361	ENSBTAT00000027138	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
SLC39A12	aft	low	ENSBTAG00000015525	ENSBTAT00000020631	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SLC4A8	aft	low	ENSBTAG00000017950	ENSBTAT00000023868	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SLC6A11	aft	low	ENSBTAG00000038962	ENSBTAT00000038826	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC8B1	aft	low	ENSBTAG00000011103	ENSBTAT00000029532	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SLITRK6	aft	low	ENSBTAG00000004388	ENSBTAT00000005757	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
SMAD5	aft	low	ENSBTAG00000055062	ENSBTAT00000072746	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
SMCHD1	aft	low	ENSBTAG00000003354	ENSBTAT00000003904	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SMCO3	aft	low	ENSBTAG00000026610	ENSBTAT00000037882	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
SMYD2	aft	low	ENSBTAG00000013166	ENSBTAT00000017516	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SNRPN	aft	low	ENSBTAG00000008251	ENSBTAT00000010856	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SPAG11B	aft	low	ENSBTAG00000034952	ENSBTAT00000049431	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SPATA7	aft	low	ENSBTAG00000030456	ENSBTAT00000042997	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
SPECC1L	aft	low	ENSBTAG00000021656	ENSBTAT00000029400	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SPICE1	aft	low	ENSBTAG00000013937	ENSBTAT00000057527	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
SPINLW1	aft	low	ENSBTAG00000001495	ENSBTAT00000001959	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SPRTN	aft	low	ENSBTAG00000006112	ENSBTAT00000008030	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
SQLE	aft	low	ENSBTAG00000005498	ENSBTAT00000007228	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
SSR2	aft	low	ENSBTAG00000001212	ENSBTAT00000047947	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ST3GAL2	aft	low	ENSBTAG00000054680	ENSBTAT00000086395	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
